"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"3745","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"4342","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"5735","k","s","b","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"5949","f","y","w","FALSE","n","FALSE","c","n","p","e","?","s","f","w","w","p","w","o","f","h","y","e"
"7376","x","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7808","k","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","b","c","e"
"962","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"335","x","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"5821","x","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"3313","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"2859","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2865","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1371","f","f","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"3838","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"3716","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","e"
"2088","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","e"
"1009","x","f","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"3057","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","e"
"7041","x","f","g","FALSE","n","FALSE","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"2283","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"3513","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"7271","k","f","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"2932","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"7232","b","s","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"1688","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"7846","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"265","f","f","w","TRUE","l","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"4452","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"174","b","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3612","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"893","x","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"554","f","s","w","TRUE","l","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"2661","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","e"
"8116","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","e"
"875","x","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"886","x","s","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"8039","x","y","g","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"2474","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","v","e"
"491","f","f","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1038","f","f","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1722","f","s","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"5515","x","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1415","f","f","w","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"2426","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"2390","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2600","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2804","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"3999","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"5198","k","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"6968","b","s","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"7205","x","s","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"98","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3525","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"2190","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2756","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"2168","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","e"
"2806","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3145","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"5537","f","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"3067","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1682","x","s","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"2681","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"6600","x","s","g","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","e"
"1442","x","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"779","x","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2468","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"7762","x","s","g","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"1056","b","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"413","x","y","n","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"2233","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"2356","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","e"
"787","x","f","n","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"3378","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2314","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"2199","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1561","x","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1436","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"117","s","f","g","FALSE","n","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","e"
"3549","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1865","x","s","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1110","x","s","n","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"8078","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","o","v","e"
"1173","f","f","w","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"5164","x","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"2332","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"125","x","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2067","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"7901","x","f","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"5435","x","f","c","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"2637","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"761","b","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3852","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1302","x","f","g","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"213","x","f","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"3450","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"7009","k","s","g","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2766","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"2368","f","s","w","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1705","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2676","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","e"
"475","f","s","y","TRUE","l","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1424","f","f","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"183","f","f","n","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"1067","x","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2816","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"8066","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","b","v","e"
"2687","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2953","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1873","f","f","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"6959","k","f","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"2632","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"217","x","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2649","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1474","f","f","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2209","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2773","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","e"
"7956","k","f","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7291","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","e"
"2494","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","e"
"160","b","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3746","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"2210","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","e"
"773","x","y","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2999","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3101","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","e"
"949","f","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1609","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1252","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1794","f","f","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"4157","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2338","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","v","e"
"1855","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"788","x","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1734","x","f","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1618","f","f","g","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2694","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"279","f","f","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"157","b","y","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"891","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"3022","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"3610","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"2319","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"7371","x","y","p","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"4020","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"3889","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"604","f","y","n","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"2081","x","f","g","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"736","b","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2903","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"3848","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"7168","b","f","g","FALSE","n","FALSE","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"2609","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2769","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"2004","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"132","b","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1803","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","e"
"2448","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"2709","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"780","b","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"7335","b","f","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"1076","f","s","g","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"3343","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"2897","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"837","x","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"725","f","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1138","b","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"7451","x","f","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"2777","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","e"
"1349","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"7829","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","e"
"2123","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"3229","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","v","e"
"717","b","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"853","s","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","n","y","e"
"2032","f","s","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"307","b","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"750","f","s","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2662","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"2192","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"5939","k","s","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"72","b","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2954","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2980","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"7183","f","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","n","c","e"
"7285","x","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"69","x","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"7660","k","f","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"1912","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"3806","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"3677","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"7831","k","s","g","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"2226","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"1073","x","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"7154","k","s","g","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"1301","x","s","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"39","x","f","y","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1870","x","s","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"2514","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"259","b","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3423","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2704","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1672","x","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"477","x","f","n","FALSE","n","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","e"
"2533","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","e"
"2745","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"353","b","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1882","x","f","w","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2165","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"2331","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"3720","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2955","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"971","f","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"7362","k","f","g","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"461","x","s","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3039","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"2350","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","e"
"430","f","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"1456","f","f","w","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"2520","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"383","x","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"424","f","y","n","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2734","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3663","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3775","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3781","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"3461","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","e"
"713","x","s","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3143","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"462","f","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"7235","b","s","g","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"923","x","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2730","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"2281","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","e"
"1835","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1824","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"7815","x","s","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"1111","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"224","f","f","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"472","x","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"4188","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","e"
"805","b","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2330","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1950","x","f","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"7896","x","s","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"1475","x","f","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"240","f","y","y","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2393","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","e"
"184","x","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"792","f","y","n","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"436","b","s","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3161","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"4156","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2708","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
